tweet_id	text	info_type	relatedness	relatedness_score	lang	event	nouns	verbs	pronouns	tweet_length	token_count	numHashTag
248697979958095872	RT @sismos_dot_cl: 116 km al NO de Quillagua http://t.co/6VjU56IE #Terremoto #Temblor  #sismos #chile #sismo	Not labeled	Not related	0	pt	COS	12	1	0	108	17	5
297457678286999552	A bicha velha do @eduardohomem41 tem um caso amoroso com o Eduardo Paes e será processada pelo @DeputadoFederal #Calúnia #SantaMaria	Not labeled	Not related	0	pt	BRZ	10	2	0	134	21	2
295526562038702080	RT @MeusPensadores: Ajudem os acidentados de Santa Maria doando sangue! → Av. Pres. Vargas, 2291 - Santa Maria - RS, 97015-513 #SantaMaria	Donations and volunteering	Related and informative	1	pt	BRZ	9	3	1	140	20	1
295526293594861568	Não perca só hoje no #BigFollow, ganhe mais pessoas do que segue!  #SantaMaria: -bigfollow.net	Not labeled	Not related	0	pt	BRZ	5	3	1	96	16	2
325458499486244865	Irmãos Tsarnaev: os suspeitos de um atentado cercado de dúvidas: Boston (EUA), 19 abr (EFE).- Os irmãos Tamerl... http://t.co/MylYIsO3v2	Not labeled	Not applicable	0	pt	BOB	10	1	0	139	25	0
296839957983657985	aquele incêndio da boate kiss la, me lembrou o filme a garota infernal D:	Other Useful Information	Related - but not informative	1	pt	BRZ	6	1	2	74	15	0
295526532674383872	#BigFollow só hoje: ganhe mais pessoas do que segue!  #SantaMaria: -bigfollow.net	Not labeled	Not related	0	pt	BRZ	4	3	0	82	12	2
295577199837343744	RT @tiranofabiorex: [ENEM 2013] O que conduz calor melhor que o ferro? a)cobre b)madeira c)Boate Kiss	Not labeled	Not related	0	pt	BRZ	7	2	1	101	19	0
323916702704365568	#prayforboston estou chocada não sabia que era tão grave	Not labeled	Not applicable	0	pt	BOB	2	3	0	58	11	1
295584762196799490	Seguidores Reais? Eu ganho no #addseguidores! Esse site arrebenta 27/01 visita lá http://t.co/OJ6zQpZP #SantaMaria	Not labeled	Not related	0	pt	BRZ	6	3	2	115	18	2
243371700425728000	RT @rcavada: RT @Telenoticiasrd: Terremoto de 7,6 sacude #CostaRica - Telenoticias http://t.co/9ZS1mfsa	Other Useful Information	Related and informative	1	pt	COS	9	1	0	103	15	1
248585572602503169	51 km al S de Huasco http://t.co/kOOzRjLs #Terremoto #Temblor  #sismos #chile #sismo	Other Useful Information	Related - but not informative	1	pt	COS	10	1	0	84	15	5
295912328942219265	Graças a Deus diminuiu o numero de mortes em #SantaMaria 231 agora, mas ainda é muito triste =/	Affected individuals	Related and informative	1	pt	BRZ	8	2	0	97	17	1
295537890820247552	RT @BandaArmandinho: Estou perplexo e abalado com o incêndio na boate Kiss. Meus sentimentos aos familiares.  Estou muito triste.	Sympathy and support	Related - but not informative	1	pt	BRZ	6	4	0	130	20	0
266282909848182784	Gente, o temblor da Guatemala e México foi forte? Chegando agora	Other Useful Information	Related - but not informative	1	pt	GAU	4	2	0	65	12	0
302446513517379584	Medo dessas imagens. Meteor Explosion Over Russia Injures Nearly 1,000 http://t.co/JhkAl6SB via @mashable	Affected individuals	Related and informative	1	pt	RUS	11	0	0	105	17	0
295573454357405697	Celso Portiolli pegou a Bruna para ser a Rainha da Desgraça ? É isso mesmo #Produção ????? #DomingoLegal #SantaMaria	Not labeled	Not related	0	pt	BRZ	9	3	1	120	18	3
295694179001040897	Pagina 27 de 365 dia 27 ta marcado cara '-' #SantaMaria	Not labeled	Not related	0	pt	BRZ	4	2	1	55	10	1
295572124750462976	RT @FletcherGalaxy: #prayforbrazil eu to impressionada, as gringas que nos odiavam, estão mandando forças	Sympathy and support	Related - but not informative	1	pt	BRZ	6	4	3	107	16	1
268229540847943680	RT @wikisismos: AHORA - #Sismo de M 5.1, 132km S of Masset, Canada http://t.co/r5Wva20j #jishin #quake	Not labeled	Not applicable	0	pt	GAU	12	2	0	102	19	3
295575962551209986	gente a boate kiss tem pagina no facebook @santamaria	Not labeled	Not related	0	pt	BRZ	5	1	1	53	9	0
295851373130547201	Assunto da manhã. #SantaMaria ..	Not labeled	Not related	0	pt	BRZ	4	0	0	33	4	1
324884488020709376	RT @novaordemmund: [EUA] Forte Explosão Atinge Fábrica de Fertilizantes em Waco no Texas http://t.co/AcGHczflsp	Not labeled	Not applicable	0	pt	WTX	11	1	0	113	19	0
267760181482500097	RT @CNNMex: ÚLTIMA HORA: Un sismo de 6.2 grados Richter cimbra Guatemala  http://t.co/X157c5p3	Caution and advice	Related and informative	1	pt	GAU	5	3	0	95	17	0
295708309623803904	Que tal ganhar muitos seguidores reais ? Só hoje 28/01 #addseguidores http://t.co/uhBT2wrP #SantaMaria	Not labeled	Not related	0	pt	BRZ	2	3	0	103	16	2
272572008645132288	#Sismo 4,1 . 4km al O de Valparaiso.	Not labeled	Not related	0	pt	GAU	3	1	0	36	8	1
275790512013856769	o #pablo comeu tanto que falo que amanha só vai ir na aula no 2° período! O.o laspkoakspaksokapks	Not labeled	Not related	0	pt	TYP	2	5	3	100	20	1
298159578300940288	RT @CitouSaoPauloFC: Vou dar um ingresso pra boate kiss pra essa bandeirinha	Not labeled	Not related	0	pt	BRZ	4	1	0	76	12	0
243470845375311872	TERREMOTO NA COSTA RICA!!! :O( NOSSAAAAAAAAAA!!! :O0 ♥ http://t.co/tzIjJ40s	Other Useful Information	Related - but not informative	1	pt	COS	9	0	0	77	11	0
273316879278411776	Que grandes @emaemail27 @Ciropee #pablo http://t.co/HWwvlJWH	Not labeled	Not applicable	0	pt	TYP	2	2	0	60	9	1
298609207693959169	Aí, tou sabendo que uma jovem que desistiu de ir à boate Kiss no dia do acidente morreu em acidente no Estado do Paraná. #QuantoAzar ):	Other Useful Information	Related - but not informative	1	pt	BRZ	9	5	2	138	24	1
295540898165555201	#BeliebersDesejamForçasASantaMaria #SantaMaria #TODOSDesejamForçasASantaMaria me expliquem o que houve	Sympathy and support	Related - but not informative	1	pt	BRZ	3	5	2	104	10	3
295724189225209857	Dono da boate Kiss, de Santa Maria (RS), Elissandro Kiko é réu em processo por lesões corporais graves, na 4ª Vara Criminal da cidade.	Other Useful Information	Related and informative	1	pt	BRZ	13	1	0	138	25	0
295575375323480064	@Estadao Face do dono da boate Kiss  https://t.co/bzVPGuag	Not labeled	Not related	0	pt	BRZ	5	0	0	58	11	0
295573320110333953	Todo o meu amor e respeito a todos de #SantaMaria	Sympathy and support	Related - but not informative	1	pt	BRZ	4	0	1	49	10	1
295528277492252672	RT @oclumencia: Desejamos forças para os familiares e amigos de todas as vítimas da #tragediaemSM.	Sympathy and support	Related - but not informative	1	pt	BRZ	5	2	0	100	17	1
295519012278906880	RT @lucassumaly: quero ver quem vai postar agora. Partiu, boate kiss.	Not labeled	Not related	0	pt	BRZ	0	6	1	69	11	0
277030960632037376	RT @miilena_mayara: - tava lá na calçada com @KlarinhaMello  , #Kalielane , @Luciene #Pablo e outros &gt;&lt;	Not labeled	Not related	0	pt	TYP	11	1	0	111	16	2
295563396387069952	Já chegou em 245 o calculo de mortos no incêndio na boate Kiss Em Santa Maria .Que deus ilumine todos las , que de mt mt força #SantaMaria	Affected individuals	Related and informative	1	pt	BRZ	9	5	2	141	29	1
266320566313701376	Forte terremoto na Guatemala deixa 39 mortos http://t.co/US6lYF96	Affected individuals	Related and informative	1	pt	GAU	1	2	0	65	11	0
244393718059257856	#quake: [6.0] - Papua, Indonesia 23 minutes ago. http://t.co/JaaqDETd	Not labeled	Not related	0	pt	COS	5	0	1	69	12	1
